Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
2013-11-08 13:00:00,1083,4,SB_OS,1,North,582,0,,16829,31,13,550,1,17,1,0
2013-11-08 13:00:00,1083,5,SB_MID,2,South,633,0,,16071,32,13,600,0,20,0,0
2013-11-08 13:00:00,1083,6,SB_NS,2,South,745,0,,15752,58,4,688,2,39,4,8
2013-11-08 13:00:00,1083,7,Channel 7,2,South,0,0,,15752,0,0,0,0,0,0,0
2013-11-08 13:00:00,1083,8,Channel 8,2,South,0,0,,15752,0,0,0,0,0,0,0
2013-11-08 14:00:00,1083,1,NB_NS,1,North,662,0,,14109,60,2,608,2,37,3,10
2013-11-08 14:00:00,1083,2,NB_MID,1,North,580,0,,15690,40,7,548,2,21,2,0
2013-11-08 14:00:00,1083,3,NB_OS,1,North,518,0,,16753,37,1,497,1,18,1,0
2013-11-08 14:00:00,1083,4,SB_OS,1,North,754,0,,16820,25,19,713,3,16,3,0
2013-11-08 14:00:00,1083,5,SB_MID,2,South,763,0,,15979,37,18,716,1,25,3,0
2013-11-08 14:00:00,1083,6,SB_NS,2,South,879,0,,15418,75,4,804,1,60,6,4
2013-11-08 14:00:00,1083,7,Channel 7,2,South,0,0,,15418,0,0,0,0,0,0,0
2013-11-08 14:00:00,1083,8,Channel 8,2,South,0,0,,15418,0,0,0,0,0,0,0
2013-11-08 15:00:00,1083,1,NB_NS,1,North,708,0,,13579,59,8,643,1,41,1,14
2013-11-08 15:00:00,1083,2,NB_MID,1,North,606,0,,15106,59,4,563,2,34,2,1
2013-11-08 15:00:00,1083,3,NB_OS,1,North,627,0,,16190,33,3,603,0,21,0,0
2013-11-08 15:00:00,1083,4,SB_OS,1,North,814,0,,16041,16,16,783,2,13,0,0
2013-11-08 15:00:00,1083,5,SB_MID,2,South,782,0,,15090,33,14,742,0,24,2,0
2013-11-08 15:00:00,1083,6,SB_NS,2,South,1154,0,,14282,29,5,1107,2,27,7,6
2013-11-08 15:00:00,1083,7,Channel 7,2,South,0,0,,14282,0,0,0,0,0,0,0
2013-11-08 15:00:00,1083,8,Channel 8,2,South,0,0,,14282,0,0,0,0,0,0,0
2013-11-08 16:00:00,1083,1,NB_NS,1,North,990,0,,8948,53,8,912,3,47,5,15
2013-11-08 16:00:00,1083,2,NB_MID,1,North,848,0,,12514,44,5,802,1,34,3,2
2013-11-08 16:00:00,1083,3,NB_OS,1,North,843,0,,13811,20,4,819,3,17,0,0
2013-11-08 16:00:00,1083,4,SB_OS,1,North,836,0,,14884,11,18,808,0,9,0,1
2013-11-08 16:00:00,1083,5,SB_MID,2,South,873,0,,14268,15,17,843,0,13,0,0
2013-11-08 16:00:00,1083,6,SB_NS,2,South,1319,0,,13063,24,3,1283,1,23,8,1
2013-11-08 16:00:00,1083,7,Channel 7,2,South,0,0,,13063,0,0,0,0,0,0,0
2013-11-08 16:00:00,1083,8,Channel 8,2,South,0,0,,13063,0,0,0,0,0,0,0
2013-11-08 17:00:00,1083,1,NB_NS,1,North,845,0,,9399,31,4,803,1,24,2,11
2013-11-08 17:00:00,1083,2,NB_MID,1,North,701,0,,12467,24,5,678,0,15,2,1
2013-11-08 17:00:00,1083,3,NB_OS,1,North,717,0,,13605,15,3,702,1,10,1,0
2013-11-08 17:00:00,1083,4,SB_OS,1,North,720,0,,14715,14,14,693,1,9,1,1
2013-11-08 17:00:00,1083,5,SB_MID,2,South,724,0,,13788,11,22,694,0,8,0,0
2013-11-08 17:00:00,1083,6,SB_NS,2,South,1038,0,,12971,20,6,1004,0,15,6,7
2013-11-08 17:00:00,1083,7,Channel 7,2,South,0,0,,12971,0,0,0,0,0,0,0
2013-11-08 17:00:00,1083,8,Channel 8,2,South,0,0,,12971,0,0,0,0,0,0,0
2013-11-08 18:00:00,1083,1,NB_NS,1,North,660,0,,14250,15,9,631,1,10,0,9
2013-11-08 18:00:00,1083,2,NB_MID,1,North,619,0,,15779,16,5,601,2,8,2,1
2013-11-08 18:00:00,1083,3,NB_OS,1,North,575,0,,16251,7,5,566,0,4,0,0
2013-11-08 18:00:00,1083,4,SB_OS,1,North,652,0,,16176,5,15,634,0,3,0,0
2013-11-08 18:00:00,1083,5,SB_MID,2,South,729,0,,15431,8,13,710,0,5,1,0
2013-11-08 18:00:00,1083,6,SB_NS,2,South,952,0,,15008,24,5,920,0,21,2,4
2013-11-08 18:00:00,1083,7,Channel 7,2,South,0,0,,15008,0,0,0,0,0,0,0
2013-11-08 18:00:00,1083,8,Channel 8,2,South,0,0,,15008,0,0,0,0,0,0,0
2013-11-08 19:00:00,1083,1,NB_NS,1,North,676,0,,14740,24,9,645,0,14,2,6
2013-11-08 19:00:00,1083,2,NB_MID,1,North,534,0,,16010,17,3,521,1,7,2,0
2013-11-08 19:00:00,1083,3,NB_OS,1,North,469,0,,16968,13,0,463,0,6,0,0
2013-11-08 19:00:00,1083,4,SB_OS,1,North,363,0,,17461,17,13,343,1,5,1,0
2013-11-08 19:00:00,1083,5,SB_MID,2,South,492,0,,16338,12,15,471,0,6,0,0
2013-11-08 19:00:00,1083,6,SB_NS,2,South,537,0,,16456,24,3,514,1,8,5,6
2013-11-08 19:00:00,1083,7,Channel 7,2,South,0,0,,16456,0,0,0,0,0,0,0
2013-11-08 19:00:00,1083,8,Channel 8,2,South,0,0,,16456,0,0,0,0,0,0,0
2013-11-08 20:00:00,1083,1,NB_NS,1,North,410,0,,15791,2,1,404,0,1,0,4
2013-11-08 20:00:00,1083,2,NB_MID,1,North,397,0,,17177,23,5,383,0,4,5,0
2013-11-08 20:00:00,1083,3,NB_OS,1,North,280,0,,17613,14,1,275,0,4,0,0
2013-11-08 20:00:00,1083,4,SB_OS,1,North,246,0,,17734,0,10,236,0,0,0,0
2013-11-08 20:00:00,1083,5,SB_MID,2,South,401,0,,17695,7,8,388,1,3,0,1
2013-11-08 20:00:00,1083,6,SB_NS,2,South,409,0,,17053,27,3,391,0,10,1,4
2013-11-08 20:00:00,1083,7,Channel 7,2,South,0,0,,17053,0,0,0,0,0,0,0
2013-11-08 20:00:00,1083,8,Channel 8,2,South,0,0,,17053,0,0,0,0,0,0,0
2013-11-08 21:00:00,1083,1,NB_NS,1,North,219,0,,16065,18,4,207,1,4,0,3
2013-11-08 21:00:00,1083,2,NB_MID,1,North,322,0,,17064,9,3,315,0,3,0,1
2013-11-08 21:00:00,1083,3,NB_OS,1,North,186,0,,17878,11,0,184,0,2,0,0
2013-11-08 21:00:00,1083,4,SB_OS,1,North,231,0,,17868,9,5,223,0,2,0,1
2013-11-08 21:00:00,1083,5,SB_MID,2,South,326,0,,17325,15,6,313,1,4,1,1
2013-11-08 21:00:00,1083,6,SB_NS,2,South,334,0,,16932,33,3,317,0,9,2,3
2013-11-08 21:00:00,1083,7,Channel 7,2,South,0,0,,16932,0,0,0,0,0,0,0
2013-11-08 21:00:00,1083,8,Channel 8,2,South,0,0,,16932,0,0,0,0,0,0,0
2013-11-08 22:00:00,1083,1,NB_NS,1,North,201,0,,15941,35,3,187,0,6,1,4
2013-11-08 22:00:00,1083,2,NB_MID,1,North,272,0,,17848,15,3,264,0,4,0,1
2013-11-08 22:00:00,1083,3,NB_OS,1,North,152,0,,17462,0,1,151,0,0,0,0
2013-11-08 22:00:00,1083,4,SB_OS,1,North,169,0,,17230,18,4,162,0,3,0,0
2013-11-08 22:00:00,1083,5,SB_MID,2,South,304,0,,17199,13,2,298,0,3,1,0
2013-11-08 22:00:00,1083,6,SB_NS,2,South,344,0,,16514,15,2,336,0,3,2,1
2013-11-08 22:00:00,1083,7,Channel 7,2,South,0,0,,16514,0,0,0,0,0,0,0
2013-11-08 22:00:00,1083,8,Channel 8,2,South,0,0,,16514,0,0,0,0,0,0,0
2013-11-08 23:00:00,1083,1,NB_NS,1,North,146,0,,16417,14,2,138,0,0,2,4
2013-11-08 23:00:00,1083,2,NB_MID,1,North,204,0,,17485,0,0,204,0,0,0,0
2013-11-08 23:00:00,1083,3,NB_OS,1,North,100,0,,18214,10,1,98,0,1,0,0
2013-11-08 23:00:00,1083,4,SB_OS,1,North,131,0,,17470,0,8,123,0,0,0,0
2013-11-08 23:00:00,1083,5,SB_MID,2,South,231,0,,17508,13,2,226,0,2,1,0
2013-11-08 23:00:00,1083,6,SB_NS,2,South,239,0,,17147,29,0,230,0,5,2,2
2013-11-08 23:00:00,1083,7,Channel 7,2,South,0,0,,17147,0,0,0,0,0,0,0
2013-11-08 23:00:00,1083,8,Channel 8,2,South,0,0,,17147,0,0,0,0,0,0,0
2013-11-09 00:00:00,1083,1,NB_NS,1,North,109,0,,16218,37,2,102,0,3,1,1
2013-11-09 00:00:00,1083,2,NB_MID,1,North,174,0,,17612,23,1,168,0,4,0,1
2013-11-09 00:00:00,1083,3,NB_OS,1,North,58,0,,18788,34,0,56,0,2,0,0
2013-11-09 00:00:00,1083,4,SB_OS,1,North,80,0,,17917,12,6,73,0,1,0,0
2013-11-09 00:00:00,1083,5,SB_MID,2,South,206,0,,17712,10,5,199,0,2,0,0
2013-11-09 00:00:00,1083,6,SB_NS,2,South,166,0,,17110,6,1,161,0,0,1,3
2013-11-09 00:00:00,1083,7,Channel 7,2,South,0,0,,17110,0,0,0,0,0,0,0
2013-11-09 00:00:00,1083,8,Channel 8,2,South,0,0,,17110,0,0,0,0,0,0,0
2013-11-09 01:00:00,1083,1,NB_NS,1,North,72,0,,17033,14,2,69,0,1,0,0
2013-11-09 01:00:00,1083,2,NB_MID,1,North,146,0,,18175,14,0,143,0,2,0,1
2013-11-09 01:00:00,1083,3,NB_OS,1,North,56,0,,17808,0,0,55,0,0,0,1
2013-11-09 01:00:00,1083,4,SB_OS,1,North,41,0,,16802,0,5,36,0,0,0,0
2013-11-09 01:00:00,1083,5,SB_MID,2,South,124,0,,18450,0,1,123,0,0,0,0
2013-11-09 01:00:00,1083,6,SB_NS,2,South,126,0,,18360,8,1,121,0,1,0,3
2013-11-09 01:00:00,1083,7,Channel 7,2,South,0,0,,18360,0,0,0,0,0,0,0
2013-11-09 01:00:00,1083,8,Channel 8,2,South,0,0,,18360,0,0,0,0,0,0,0
2013-11-09 02:00:00,1083,1,NB_NS,1,North,57,0,,16491,18,0,55,0,1,0,1
2013-11-09 02:00:00,1083,2,NB_MID,1,North,119,0,,18737,8,0,117,0,1,0,1
2013-11-09 02:00:00,1083,3,NB_OS,1,North,30,0,,19472,0,0,30,0,0,0,0
2013-11-09 02:00:00,1083,4,SB_OS,1,North,29,0,,19943,0,1,28,0,0,0,0
2013-11-09 02:00:00,1083,5,SB_MID,2,South,113,0,,18296,27,1,109,0,3,0,0
2013-11-09 02:00:00,1083,6,SB_NS,2,South,93,0,,18142,43,1,85,0,2,2,3
2013-11-09 02:00:00,1083,7,Channel 7,2,South,0,0,,18142,0,0,0,0,0,0,0
2013-11-09 02:00:00,1083,8,Channel 8,2,South,0,0,,18142,0,0,0,0,0,0,0
2013-11-09 03:00:00,1083,1,NB_NS,1,North,43,0,,17513,70,0,40,0,2,1,0
2013-11-09 03:00:00,1083,2,NB_MID,1,North,106,0,,18407,19,0,104,0,2,0,0
2013-11-09 03:00:00,1083,3,NB_OS,1,North,20,0,,19722,0,0,20,0,0,0,0
2013-11-09 03:00:00,1083,4,SB_OS,1,North,30,0,,16398,0,1,29,0,0,0,0
2013-11-09 03:00:00,1083,5,SB_MID,2,South,96,0,,18941,0,0,96,0,0,0,0
2013-11-09 03:00:00,1083,6,SB_NS,2,South,80,0,,18740,38,1,75,0,3,0,1
2013-11-09 03:00:00,1083,7,Channel 7,2,South,0,0,,18740,0,0,0,0,0,0,0
2013-11-09 03:00:00,1083,8,Channel 8,2,South,0,0,,18740,0,0,0,0,0,0,0
2013-11-09 04:00:00,1083,1,NB_NS,1,North,43,0,,18547,47,0,41,0,2,0,0
2013-11-09 04:00:00,1083,2,NB_MID,1,North,94,0,,18720,43,1,89,0,4,0,0
2013-11-09 04:00:00,1083,3,NB_OS,1,North,17,0,,18105,0,0,17,0,0,0,0
2013-11-09 04:00:00,1083,4,SB_OS,1,North,14,0,,19504,0,0,14,0,0,0,0
2013-11-09 04:00:00,1083,5,SB_MID,2,South,69,0,,17919,14,1,67,0,1,0,0
2013-11-09 04:00:00,1083,6,SB_NS,2,South,80,0,,18024,25,0,78,0,2,0,0
2013-11-09 04:00:00,1083,7,Channel 7,2,South,0,0,,18024,0,0,0,0,0,0,0
2013-11-09 04:00:00,1083,8,Channel 8,2,South,0,0,,18024,0,0,0,0,0,0,0
2013-11-09 05:00:00,1083,1,NB_NS,1,North,75,0,,17182,53,3,68,0,3,1,0
2013-11-09 05:00:00,1083,2,NB_MID,1,North,113,0,,18277,53,1,105,1,6,0,0
2013-11-09 05:00:00,1083,3,NB_OS,1,North,33,0,,18653,30,1,31,0,1,0,0
2013-11-09 05:00:00,1083,4,SB_OS,1,North,29,0,,17826,0,3,26,0,0,0,0
2013-11-09 05:00:00,1083,5,SB_MID,2,South,71,0,,18259,42,1,67,0,3,0,0
2013-11-09 05:00:00,1083,6,SB_NS,2,South,121,0,,17984,74,0,112,0,7,2,0
2013-11-09 05:00:00,1083,7,Channel 7,2,South,0,0,,17984,0,0,0,0,0,0,0
2013-11-09 05:00:00,1083,8,Channel 8,2,South,0,0,,17984,0,0,0,0,0,0,0
2013-11-09 06:00:00,1083,1,NB_NS,1,North,127,0,,17172,24,2,119,0,2,1,3
2013-11-09 06:00:00,1083,2,NB_MID,1,North,144,0,,18231,76,1,132,0,9,2,0
2013-11-09 06:00:00,1083,3,NB_OS,1,North,69,0,,18253,29,0,67,0,2,0,0
2013-11-09 06:00:00,1083,4,SB_OS,1,North,63,0,,18898,32,3,58,0,2,0,0
2013-11-09 06:00:00,1083,5,SB_MID,2,South,104,0,,18165,10,2,101,0,1,0,0
2013-11-09 06:00:00,1083,6,SB_NS,2,South,137,0,,17707,66,2,126,0,6,3,0
2013-11-09 06:00:00,1083,7,Channel 7,2,South,0,0,,17707,0,0,0,0,0,0,0
2013-11-09 06:00:00,1083,8,Channel 8,2,South,0,0,,17707,0,0,0,0,0,0,0
2013-11-09 07:00:00,1083,1,NB_NS,1,North,144,0,,17018,56,3,127,1,7,1,5
2013-11-09 07:00:00,1083,2,NB_MID,1,North,255,0,,17772,47,4,239,0,10,2,0
2013-11-09 07:00:00,1083,3,NB_OS,1,North,191,0,,18397,16,0,188,0,3,0,0
2013-11-09 07:00:00,1083,4,SB_OS,1,North,131,0,,17996,15,6,123,0,2,0,0
2013-11-09 07:00:00,1083,5,SB_MID,2,South,194,0,,18475,41,4,182,0,6,2,0
2013-11-09 07:00:00,1083,6,SB_NS,2,South,245,0,,17806,65,1,227,0,12,4,1
2013-11-09 07:00:00,1083,7,Channel 7,2,South,0,0,,17806,0,0,0,0,0,0,0
2013-11-09 07:00:00,1083,8,Channel 8,2,South,0,0,,17806,0,0,0,0,0,0,0
2013-11-09 08:00:00,1083,1,NB_NS,1,North,282,0,,15509,46,1,257,2,11,2,9
2013-11-09 08:00:00,1083,2,NB_MID,1,North,428,0,,17166,33,4,409,1,14,0,0
2013-11-09 08:00:00,1083,3,NB_OS,1,North,337,0,,17620,24,0,328,1,7,1,0
2013-11-09 08:00:00,1083,4,SB_OS,1,North,238,0,,18001,4,7,229,1,1,0,0
2013-11-09 08:00:00,1083,5,SB_MID,2,South,304,0,,17591,30,5,290,0,9,0,0
2013-11-09 08:00:00,1083,6,SB_NS,2,South,392,0,,17012,59,1,364,0,19,4,4
2013-11-09 08:00:00,1083,7,Channel 7,2,South,0,0,,17012,0,0,0,0,0,0,0
2013-11-09 08:00:00,1083,8,Channel 8,2,South,0,0,,17012,0,0,0,0,0,0,0
2013-11-09 09:00:00,1083,1,NB_NS,1,North,439,0,,14953,30,7,408,1,13,0,10
2013-11-09 09:00:00,1083,2,NB_MID,1,North,525,0,,16625,27,6,502,3,12,2,0
2013-11-09 09:00:00,1083,3,NB_OS,1,North,457,0,,17361,13,2,449,0,6,0,0
2013-11-09 09:00:00,1083,4,SB_OS,1,North,345,0,,17899,3,13,331,0,1,0,0
2013-11-09 09:00:00,1083,5,SB_MID,2,South,447,0,,17044,13,11,430,0,6,0,0
2013-11-09 09:00:00,1083,6,SB_NS,2,South,465,0,,16296,54,4,432,1,23,2,3
2013-11-09 09:00:00,1083,7,Channel 7,2,South,0,0,,16296,0,0,0,0,0,0,0
2013-11-09 09:00:00,1083,8,Channel 8,2,South,0,0,,16296,0,0,0,0,0,0,0
2013-11-09 10:00:00,1083,1,NB_NS,1,North,508,0,,14596,41,5,472,0,21,0,10
2013-11-09 10:00:00,1083,2,NB_MID,1,North,562,0,,15890,27,5,541,1,15,0,0
2013-11-09 10:00:00,1083,3,NB_OS,1,North,497,0,,16754,16,2,486,1,8,0,0
2013-11-09 10:00:00,1083,4,SB_OS,1,North,468,0,,17534,15,20,440,1,6,1,0
2013-11-09 10:00:00,1083,5,SB_MID,2,South,483,0,,17116,8,10,469,0,4,0,0
2013-11-09 10:00:00,1083,6,SB_NS,2,South,551,0,,16530,36,6,519,0,18,2,6
2013-11-09 10:00:00,1083,7,Channel 7,2,South,0,0,,16530,0,0,0,0,0,0,0
2013-11-09 10:00:00,1083,8,Channel 8,2,South,0,0,,16530,0,0,0,0,0,0,0
2013-11-09 11:00:00,1083,1,NB_NS,1,North,575,0,,14560,30,11,536,3,16,1,8
2013-11-09 11:00:00,1083,2,NB_MID,1,North,657,0,,15976,26,3,637,0,16,1,0
2013-11-09 11:00:00,1083,3,NB_OS,1,North,567,0,,16754,18,4,552,1,10,0,0
2013-11-09 11:00:00,1083,4,SB_OS,1,North,551,0,,16910,11,11,532,2,5,1,0
2013-11-09 11:00:00,1083,5,SB_MID,2,South,579,0,,16336,16,16,554,0,9,0,0
2013-11-09 11:00:00,1083,6,SB_NS,2,South,633,0,,15802,38,8,596,0,20,4,5
2013-11-09 11:00:00,1083,7,Channel 7,2,South,0,0,,15802,0,0,0,0,0,0,0
2013-11-09 11:00:00,1083,8,Channel 8,2,South,0,0,,15802,0,0,0,0,0,0,0
2013-11-09 12:00:00,1083,1,NB_NS,1,North,613,0,,14418,13,6,588,1,8,0,10
2013-11-09 12:00:00,1083,2,NB_MID,1,North,665,0,,16019,15,14,638,3,9,1,0
2013-11-09 12:00:00,1083,3,NB_OS,1,North,597,0,,17039,10,3,586,2,6,0,0
2013-11-09 12:00:00,1083,4,SB_OS,1,North,578,0,,16990,10,17,552,3,6,0,0
2013-11-09 12:00:00,1083,5,SB_MID,2,South,597,0,,16533,18,14,572,0,11,0,0
2013-11-09 12:00:00,1083,6,SB_NS,2,South,692,0,,15751,30,8,656,0,18,3,7
2013-11-09 12:00:00,1083,7,Channel 7,2,South,0,0,,15751,0,0,0,0,0,0,0
2013-11-09 12:00:00,1083,8,Channel 8,2,South,0,0,,15751,0,0,0,0,0,0,0
2013-11-09 13:00:00,1083,1,NB_NS,1,North,611,0,,14269,18,3,587,2,11,0,8
2013-11-09 13:00:00,1083,2,NB_MID,1,North,654,0,,15577,20,4,634,1,9,4,0
2013-11-09 13:00:00,1083,3,NB_OS,1,North,575,0,,16549,16,1,565,0,9,0,0
2013-11-09 13:00:00,1083,4,SB_OS,1,North,593,0,,17026,12,18,565,2,7,0,1
2013-11-09 13:00:00,1083,5,SB_MID,2,South,622,0,,16338,6,16,601,1,4,0,0
2013-11-09 13:00:00,1083,6,SB_NS,2,South,723,0,,15957,26,2,696,0,18,1,6
2013-11-09 13:00:00,1083,7,Channel 7,2,South,0,0,,15957,0,0,0,0,0,0,0
2013-11-09 13:00:00,1083,8,Channel 8,2,South,0,0,,15957,0,0,0,0,0,0,0
2013-11-09 14:00:00,1083,1,NB_NS,1,North,616,0,,14169,28,5,584,2,15,2,8
2013-11-09 14:00:00,1083,2,NB_MID,1,North,670,0,,15379,12,3,656,2,7,1,1
2013-11-09 14:00:00,1083,3,NB_OS,1,North,503,0,,16479,18,2,492,0,9,0,0
2013-11-09 14:00:00,1083,4,SB_OS,1,North,577,0,,16242,7,19,553,0,4,0,1
2013-11-09 14:00:00,1083,5,SB_MID,2,South,674,0,,16062,15,19,644,1,9,1,0
2013-11-09 14:00:00,1083,6,SB_NS,2,South,669,0,,15570,21,2,646,3,10,4,4
2013-11-09 14:00:00,1083,7,Channel 7,2,South,0,0,,15570,0,0,0,0,0,0,0
2013-11-09 14:00:00,1083,8,Channel 8,2,South,0,0,,15570,0,0,0,0,0,0,0
2013-11-09 15:00:00,1083,1,NB_NS,1,North,610,0,,14212,11,4,586,2,7,0,11
2013-11-09 15:00:00,1083,2,NB_MID,1,North,581,0,,15309,10,7,565,1,5,1,2
2013-11-09 15:00:00,1083,3,NB_OS,1,North,502,0,,16350,6,3,496,0,3,0,0
2013-11-09 15:00:00,1083,4,SB_OS,1,North,579,0,,16227,10,13,560,0,6,0,0
2013-11-09 15:00:00,1083,5,SB_MID,2,South,609,0,,16149,11,5,597,0,7,0,0
2013-11-09 15:00:00,1083,6,SB_NS,2,South,712,0,,15650,22,2,688,1,14,2,5
2013-11-09 15:00:00,1083,7,Channel 7,2,South,0,0,,15650,0,0,0,0,0,0,0
2013-11-09 15:00:00,1083,8,Channel 8,2,South,0,0,,15650,0,0,0,0,0,0,0
2013-11-09 16:00:00,1083,1,NB_NS,1,North,575,0,,14301,14,7,549,0,8,0,11
2013-11-09 16:00:00,1083,2,NB_MID,1,North,569,0,,15800,7,3,556,3,4,0,3
2013-11-09 16:00:00,1083,3,NB_OS,1,North,487,0,,16300,2,2,483,1,1,0,0
2013-11-09 16:00:00,1083,4,SB_OS,1,North,546,0,,16642,4,10,533,1,1,1,0
2013-11-09 16:00:00,1083,5,SB_MID,2,South,637,0,,16101,16,9,617,1,10,0,0
2013-11-09 16:00:00,1083,6,SB_NS,2,South,657,0,,15626,23,2,636,0,13,2,4
2013-11-09 16:00:00,1083,7,Channel 7,2,South,0,0,,15626,0,0,0,0,0,0,0
2013-11-09 16:00:00,1083,8,Channel 8,2,South,0,0,,15626,0,0,0,0,0,0,0
2013-11-09 17:00:00,1083,1,NB_NS,1,North,475,0,,14200,17,3,456,0,7,1,8
2013-11-09 17:00:00,1083,2,NB_MID,1,North,542,0,,15855,9,3,534,0,5,0,0
2013-11-09 17:00:00,1083,3,NB_OS,1,North,482,0,,16281,10,1,476,0,5,0,0
2013-11-09 17:00:00,1083,4,SB_OS,1,North,476,0,,16894,6,13,460,0,3,0,0
2013-11-09 17:00:00,1083,5,SB_MID,2,South,542,0,,16148,6,9,530,0,2,1,0
2013-11-09 17:00:00,1083,6,SB_NS,2,South,617,0,,15650,24,5,593,0,10,5,4
2013-11-09 17:00:00,1083,7,Channel 7,2,South,0,0,,15650,0,0,0,0,0,0,0
2013-11-09 17:00:00,1083,8,Channel 8,2,South,0,0,,15650,0,0,0,0,0,0,0
2013-11-09 18:00:00,1083,1,NB_NS,1,North,426,0,,14919,14,3,406,1,6,0,10
2013-11-09 18:00:00,1083,2,NB_MID,1,North,526,0,,15873,4,2,520,1,2,0,1
2013-11-09 18:00:00,1083,3,NB_OS,1,North,397,0,,16906,13,1,391,0,5,0,0
2013-11-09 18:00:00,1083,4,SB_OS,1,North,375,0,,16633,5,10,362,0,2,0,1
2013-11-09 18:00:00,1083,5,SB_MID,2,South,510,0,,16086,4,6,502,0,2,0,0
2013-11-09 18:00:00,1083,6,SB_NS,2,South,513,0,,15892,21,3,493,0,5,6,6
2013-11-09 18:00:00,1083,7,Channel 7,2,South,0,0,,15892,0,0,0,0,0,0,0
2013-11-09 18:00:00,1083,8,Channel 8,2,South,0,0,,15892,0,0,0,0,0,0,0
2013-11-09 19:00:00,1083,1,NB_NS,1,North,312,0,,15253,3,5,301,1,1,0,4
2013-11-09 19:00:00,1083,2,NB_MID,1,North,418,0,,16404,10,1,413,0,4,0,0
2013-11-09 19:00:00,1083,3,NB_OS,1,North,311,0,,16851,23,0,304,0,7,0,0
2013-11-09 19:00:00,1083,4,SB_OS,1,North,272,0,,17060,4,14,257,0,1,0,0
2013-11-09 19:00:00,1083,5,SB_MID,2,South,396,0,,17255,8,10,383,0,2,1,0
2013-11-09 19:00:00,1083,6,SB_NS,2,South,414,0,,16825,19,3,402,0,8,0,1
2013-11-09 19:00:00,1083,7,Channel 7,2,South,0,0,,16825,0,0,0,0,0,0,0
2013-11-09 19:00:00,1083,8,Channel 8,2,South,0,0,,16825,0,0,0,0,0,0,0
2013-11-09 20:00:00,1083,1,NB_NS,1,North,238,0,,16032,8,5,226,0,2,0,5
2013-11-09 20:00:00,1083,2,NB_MID,1,North,352,0,,17112,11,3,344,0,4,0,1
2013-11-09 20:00:00,1083,3,NB_OS,1,North,196,0,,17799,5,0,195,0,1,0,0
2013-11-09 20:00:00,1083,4,SB_OS,1,North,192,0,,18189,0,11,181,0,0,0,0
2013-11-09 20:00:00,1083,5,SB_MID,2,South,303,0,,17439,13,7,292,0,4,0,0
2013-11-09 20:00:00,1083,6,SB_NS,2,South,287,0,,17144,21,1,277,0,5,1,3
2013-11-09 20:00:00,1083,7,Channel 7,2,South,0,0,,17144,0,0,0,0,0,0,0
2013-11-09 20:00:00,1083,8,Channel 8,2,South,0,0,,17144,0,0,0,0,0,0,0
2013-11-09 21:00:00,1083,1,NB_NS,1,North,197,0,,16051,15,3,188,0,3,0,3
2013-11-09 21:00:00,1083,2,NB_MID,1,North,242,0,,17446,25,1,234,0,4,2,1
2013-11-09 21:00:00,1083,3,NB_OS,1,North,166,0,,17786,6,2,163,0,1,0,0
2013-11-09 21:00:00,1083,4,SB_OS,1,North,169,0,,18044,6,2,166,0,1,0,0
2013-11-09 21:00:00,1083,5,SB_MID,2,South,266,0,,17564,4,5,260,0,1,0,0
2013-11-09 21:00:00,1083,6,SB_NS,2,South,244,0,,16541,25,2,234,0,6,0,2
2013-11-09 21:00:00,1083,7,Channel 7,2,South,0,0,,16541,0,0,0,0,0,0,0
2013-11-09 21:00:00,1083,8,Channel 8,2,South,0,0,,16541,0,0,0,0,0,0,0
2013-11-09 22:00:00,1083,1,NB_NS,1,North,165,0,,16364,0,0,159,1,0,0,5
2013-11-09 22:00:00,1083,2,NB_MID,1,North,233,0,,17766,17,2,227,0,4,0,0
2013-11-09 22:00:00,1083,3,NB_OS,1,North,128,0,,18459,8,0,127,0,1,0,0
2013-11-09 22:00:00,1083,4,SB_OS,1,North,157,0,,18066,13,5,150,0,2,0,0
2013-11-09 22:00:00,1083,5,SB_MID,2,South,282,0,,17532,4,3,278,0,1,0,0
2013-11-09 22:00:00,1083,6,SB_NS,2,South,286,0,,16679,14,0,281,0,4,0,1
2013-11-09 22:00:00,1083,7,Channel 7,2,South,0,0,,16679,0,0,0,0,0,0,0
2013-11-09 22:00:00,1083,8,Channel 8,2,South,0,0,,16679,0,0,0,0,0,0,0
2013-11-09 23:00:00,1083,1,NB_NS,1,North,139,0,,16675,14,2,131,1,2,0,3
2013-11-09 23:00:00,1083,2,NB_MID,1,North,219,0,,17560,23,3,209,1,3,2,1
2013-11-09 23:00:00,1083,3,NB_OS,1,North,119,0,,17878,0,1,118,0,0,0,0
2013-11-09 23:00:00,1083,4,SB_OS,1,North,109,0,,18180,9,3,105,0,1,0,0
2013-11-09 23:00:00,1083,5,SB_MID,2,South,264,0,,17779,11,3,258,0,3,0,0
2013-11-09 23:00:00,1083,6,SB_NS,2,South,243,0,,16862,33,2,232,0,5,3,1
2013-11-09 23:00:00,1083,7,Channel 7,2,South,0,0,,16862,0,0,0,0,0,0,0
2013-11-09 23:00:00,1083,8,Channel 8,2,South,0,0,,16862,0,0,0,0,0,0,0
